text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain,neutralized_text,index
Mom was diagnosed with stage 3C ovarian cancer.,0,1,0,0,0,1,0,0,1,A parent was diagnosed with stage 3C ovarian cancer.,1254
"Great, M caused a fight between brothers.",0,0,0,0,0,1,1,0,0,"Great, M caused a fight between siblings.",1255
My mom gets so stressy and bitchy during the holidays and then she takes it all out on me and yells at me.,0,0,0,0,0,1,1,0,0,My parent gets very stressed and irritable during the holidays and then takes it all out on me by yelling.,1256
So I definately got in a fight with my Dad.,0,0,0,0,0,1,0,0,0,So I definitely got in a fight with my parent.,1257
"This is a huge burden, and my mom feels bad.",0,0,0,1,0,1,0,0,0,"This is a huge burden, and my parent feels bad.",1258
Tonks's family is disgusted by her marriage.,0,1,0,0,0,1,0,0,0,Tonks's family is disgusted by their marriage.,1259
"im sad and nervous and EXTREMELY MAD i mean, shes always doing something to put my parents through hell.",0,0,0,1,0,1,1,0,0,"I'm sad and nervous and EXTREMELY MAD. I mean, they’re always doing something to put my parents through hell.",1260
My host there had a family emergency to deal with.,0,1,0,0,0,1,1,0,1,My host there had a family emergency to deal with.,1261
In bad news my sister has tested positive for ovarian cancer..my family is devastated.,0,0,0,1,0,1,0,0,1,"In bad news, a family member has tested positive for ovarian cancer. The family is devastated.",1262
"I am exhausted from long, tedious, emotional, gut wrenching conversation I had with my parents.",0,0,0,1,0,1,0,0,0,"I am exhausted from a long, tedious, emotional, gut-wrenching conversation I had with my family.",1263
My mom was upset that he didn't do bloodwork to figure out my fatigue problem.,0,0,0,0,0,1,0,0,1,My parent was upset that they didn't do bloodwork to figure out my fatigue problem.,1264
My grandma however is currently panicing because she can't seem to contact any of her family down there.,0,0,0,1,0,1,0,0,0,"My grandparent, however, is currently panicking because they can't seem to contact any of their family there.",1265
my parents make my life very complicated sometimes.,0,0,0,0,0,1,0,0,0,My family makes my life very complicated sometimes.,1266
My daughter is suffering badly from the relationship my mother created between that old man and my child.,0,0,0,1,0,1,0,0,0,My child is suffering badly from the relationship my parent created between that older individual and my child.,1267
Bills were late and I couldn't aford a babysitter for her.,1,0,1,0,0,1,0,1,0,Bills were late and I couldn't afford a babysitter for my partner.,1268
Amanda's poor sister in her belly is bothering her.,0,1,0,0,0,1,1,0,1,Amanda's sibling is experiencing discomfort in their abdomen.,1269
Aunt Cheryl and Pop's passing have been tough on me.,0,0,0,1,0,1,0,0,1,The passing of close family members has been tough on me.,1270
"since my mom and I got in that big fight, i couldn't",0,0,0,0,0,1,0,0,0,"Since my parent and I got in that big fight, I couldn't",1271
My mother is driving me crazy.,0,0,0,0,0,1,1,0,0,My parent is driving me crazy.,1272
"There's a huge lack of supervision between either the parents of the children or the providers there.""",0,1,0,0,1,1,1,0,0,There is a significant lack of supervision between either the guardians of the children or the providers present.,1273
I hate knowing how much my mom is hurting.,0,0,0,1,0,1,0,0,0,I hate knowing how much my parent is hurting.,1274
Kids dont' get to know their parents and parents dont get to know their kids.,0,1,0,1,0,1,0,0,0,"Children do not get to know their parents, and parents do not get to know their children.",1275
I think he was traumatized by his mom to always have something to do and not sit idly doing nothing.,0,0,0,1,0,1,1,0,0,I think they were traumatized by their parent to always have something to do and not sit idly doing nothing.,1276
frustrated with my family a lot lately.,0,0,0,1,0,1,0,0,0,frustrated with my family a lot lately.,1277
come dinner i was really hungry cuz i didnt eat any lunch.,0,1,0,1,0,0,0,0,1,"By dinner time, I was really hungry because I hadn't eaten any lunch.",1278
"Not really, not to speak of, but just upset that I can't eat and work on my page at the same time.",0,1,0,1,1,0,1,1,0,"Not really, not to mention, just upset that I can't eat and work on my page at the same time.",1279
Not too sure whats for dinner tonight.,1,1,0,0,0,0,0,0,0,Not too sure what's for dinner tonight.,1280
We have a lot of work to do at this point and we're getting started right now!!!,0,1,0,0,0,0,0,1,0,There is a lot of work to do at this point and it is starting right now!!!,1281
Im getting to the point where Im constantly stressed out about it.,0,1,1,1,0,0,0,0,0,I am reaching the point where I am constantly stressed about it.,1282
"That's two weeks ago now, and I'm fed up with waiting.",0,1,0,0,0,0,0,0,0,"That was two weeks ago now, and I am fed up with waiting.",1283
"You abhor routine and boring work, and you are not very good at staying with everyday tasks that must be finished on time.",0,1,1,0,0,0,1,1,0,"You dislike routine and monotonous work, and you find it challenging to consistently complete everyday tasks on time.",1284
"I have a lot of work ahead of me, it's making me tired just thinking about it.",0,0,0,0,0,0,0,1,1,"I have a lot of work ahead, and it's tiring just thinking about it.",1285
"I think I might order pizza, I can't face cooking pasta again today.",0,1,1,0,0,0,0,0,0,I think I might order pizza; I can't face cooking pasta again today.,1286
i'm so pissed that i can't drive my car for awhile now.,0,1,0,0,0,1,0,0,0,I'm so frustrated that I can't drive my car for a while now.,1287
"Too much stuff to do, to take care of, and never enough time in which to do it all.",0,1,1,1,0,0,0,0,0,Too many tasks to handle and never enough time to complete them all.,1288
I'm so sick of this house and having to deal with my parents all the time.,0,0,0,1,0,1,0,0,0,I'm so tired of this house and having to deal with my family all the time.,1289
i am cutting myself off until tomorrow.,0,1,1,1,0,0,1,0,1,I am cutting myself off until tomorrow.,1290
I am dreading the call on Monday on whether or not they are going to total it.,1,1,1,0,0,0,0,1,0,I am dreading the call on Monday about whether or not it is going to be totaled.,1291
I work so much and when i don't work I have to do stuff at my house. I haven't done anything in awhile.,0,0,1,1,0,0,0,1,0,"I work a lot, and when I’m not working, I have to take care of things at home. I haven’t done much in a while.",1292
I'm hungry and there's NOTHING to eat in this house.,1,1,0,0,0,1,0,0,1,I'm hungry and there's nothing to eat in this house.,1293
"I have class in about an hour, therefore after I get ready I am going over to Starbucks to read before, because I'm dumb and I didn't read yet.",0,1,0,0,1,0,0,0,0,"I have class in about an hour, so after I get ready I am going to Starbucks to read beforehand, because I haven't read yet.",1294
"As if I don't have enough stress ahead of me with the start of school, I have to constantly worry about employment.",0,0,0,0,1,0,0,1,0,"As if I don't have enough stress ahead with the start of school, I have to constantly worry about employment.",1295
i still don't know what to prepare my parents for dinner!!,0,1,1,0,0,1,0,0,0,I still don't know what to prepare for my family for dinner!,1296
"Sorry im ranting, ive been cleaning my room and digging up my past, which sucks, and ive just been reminded of a whole lot that i didnt want to remember..",0,1,0,1,0,0,0,0,0,"Sorry I'm ranting, I've been cleaning my room and reflecting on my past, which is difficult, and I've just been reminded of a lot that I didn't want to remember.",1297
I still don't know what I want to do with my life and it's worrying me.,0,1,1,1,0,0,0,1,0,I still don't know what I want to do with my life and it's worrying me.,1298
 i have a lot of stuff that i've been worrying about lately and i cant make myself stop.,0,1,1,1,0,0,0,0,1,I have a lot of things that I've been worrying about lately and I can't make myself stop.,1299
I'm hoping I can get over this ASAP so I can at least start out the semester well.,0,1,0,0,1,0,0,0,0,I hope to get over this as soon as possible so I can at least start the semester well.,1300
School is quite literally making me sick.,0,0,0,1,1,0,0,0,1,School is literally making me sick.,1301
"I'm leaning over to the don't finish school, but I have some small hopes of finishing, passing.",0,0,0,1,1,0,0,0,0,"I'm leaning toward not finishing school, but I have some small hopes of completing and passing.",1302
He'll start the essay at the weekend.,0,1,0,0,1,0,0,0,0,They'll start the essay at the weekend.,1303
School has been so stressful lately.,0,0,1,1,1,0,0,0,0,School has been very stressful lately.,1304
i have a test today that i haven't really studied for.,0,1,1,0,1,0,0,0,0,I have a test today that I haven't really studied for.,1305
I'm not happy with what I'm doing with school.,0,0,0,0,1,0,0,0,0,I’m not happy with what I’m doing with school.,1306
"I need that class, because I need to work on my college portfolio.",0,1,0,0,1,0,0,0,0,I need that class because I need to work on my college portfolio.,1307
i think im just stressed and sick of school.,0,0,0,1,1,0,0,1,1,I think I’m just stressed and tired of school.,1308
I dunno something has been really getting on my nerves lately with school.,0,0,0,1,1,0,0,0,1,"I don't know, something has been really getting on my nerves lately with school.",1309
Arghh I've just been so stressed out lately. I know it's because of school.,0,0,0,0,1,0,0,0,1,Arghh I've just been so stressed out lately. I know it's because of school.,1310
school is SO boring!,0,1,0,0,1,0,0,0,0,School is very boring!,1311
"I've been thinking a lot about college and stuff, and I've just about decided I want to stay here for the first couple years in college.",0,1,0,0,1,0,0,0,0,I've been thinking a lot about college and have just about decided to stay here for the first couple of years.,1312
"This may not sound like much, but this is such a big feat for me, considering I'm usually too busy working on homework to have a chance to work out.",0,1,0,0,1,0,0,0,1,"This may not sound like much, but this is a significant achievement for me, considering I am usually too busy working on assignments to have a chance to exercise.",1313
